RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2021-02-24;MSBR34;BRMSBRBDR008;MSBR;1915;74,1061879;1;141913,35
2021-02-24;MSCD34;BRMSCDBDR006;MSCD;400;59,020175;1;23608,07
2021-02-24;MSFT34;BRMSFTBDR005;MSFT;120278;54,4026424;1;6543441,03
2021-02-24;MTRE3;BRMTREACNOR6;MTRE;2237462;14,6766134;1;32838364,98
2021-02-24;MTSA4;BRMTSAACNPR9;MTSA;100;30,75;1;3075
2021-02-24;MULT3;BRMULTACNOR5;MULT;32936018;21,19403;1;698046956,57
2021-02-24;MXRF11;BRMXRFCTF008;MXRF;232068;10,5824436;1;2455846,54
2021-02-24;MYPK3;BRMYPKACNOR7;MYPK;9360476;14,084838;1;131840788,16
2021-02-24;N1EM34;BRN1EMBDR005;N1EM;4;311,41;1;1245,64
2021-02-24;NEOE3;BRNEOEACNOR3;NEOE;2516534;18,0005297;1;45298945,09
2021-02-24;NFLX34;BRNFLXBDR000;NFLX;8025;59,5726168;1;478070,25
2021-02-24;NGRD3;BRNGRDACNOR3;NGRD;714157;8,7721412;1;6264686,06
2021-02-24;NIKE34;BRNIKEBDR006;NIKE;10638;76,8443485;1;817470,18
2021-02-24;NOKI34;BRNOKIBDR005;NOKI;1;22,13;1;22,13
2021-02-24;NORD3;BRNORDACNOR7;NORD;65;21,87;1;1421,55
2021-02-24;NTCO3;BRNTCOACNOR5;NTCO;30830449;51,0037451;1;1572468364,07
2021-02-24;NVDC34;BRNVDCBDR008;NVDC;14238;66,9796846;1;953656,75
2021-02-24;ODPV3;BRODPVACNOR4;ODPV;6993343;13,8752221;1;97034187,93
2021-02-24;OFSA3;BROFSAACNOR7;OFSA;2079;34,0992207;1;70892,28
2021-02-24;OIBR3;BROIBRACNOR1;OIBR;89798059;2,0994959;1;188530660,06
2021-02-24;OIBR4;BROIBRACNPR8;OIBR;3370173;2,6721516;1;9005613,5
2021-02-24;OMGE3;BROMGEACNOR0;OMGE;1412812;40,8380869;1;57696539,36
2021-02-24;OPCT3;BROPCTACNOR0;OPCT;1384638;11,0562541;1;15308909,69
2021-02-24;ORVR3;BRORVRACNOR0;ORVR;49325;21,8575574;1;1078124,02
2021-02-24;OSXB3;BROSXBACNOR8;OSXB;7;19,2271428;1;134,59
2021-02-24;P1EA34;BRP1EABDR008;P1EA;15;163,61;1;2454,15
2021-02-24;P1LD34;BRP1LDBDR007;P1LD;1;300;1;300
2021-02-24;PAGS34;BRPAGSBDR006;PAGS;3700;65,1645945;1;241109
2021-02-24;PARD3;BRPARDACNOR1;PARD;935528;21,4822247;1;20097222,77
2021-02-24;PCAR3;BRPCARACNOR3;PCAR;5173631;83,7211674;1;433142427,47
2021-02-24;PDGR3;BRPDGRACNOR8;PDGR;87640;6,2067458;1;543959,21
2021-02-24;PDTC3;BRPDTCACNOR3;PDTC;20792;5,7673345;1;119914,42
2021-02-24;PEAB4;BRPEABACNPR0;PEAB;27;61,5;1;1660,5
2021-02-24;PEPB34;BRPEPBBDR005;PEPB;7327;48,0635266;1;352161,46
2021-02-24;PETR3;BRPETRACNOR9;PETR;128569777;25,6052001;1;3292054874,62
2021-02-24;PETR4;BRPETRACNPR6;PETR;195374773;26,4085229;1;5159559169,27
